regine_area;main_no;point_no;param_key;version_no_end;station_name;station_status_name;dt_start_date;dt_end_date;percent_missing_days;first_year_regulation;latitude;longitude;utm_east_z33;utm_north_z33;regulation_part_area;regulation_part_reservoirs;transfer_area_in;transfer_area_out;drainage_basin_key;area_norway;area_total;comment;drainage_dens;dt_registration_date;dt_regul_date;gradient_1085;gradient_basin;gradient_river;height_minimum;height_hypso_10;height_hypso_20;height_hypso_30;height_hypso_40;height_hypso_50;height_hypso_60;height_hypso_70;height_hypso_80;height_hypso_90;height_maximum;length_km_basin;length_km_river;ocean_polar_angle;ocean_polar_distance;perc_agricul;perc_bog;perc_eff_bog;perc_eff_lake;perc_forest;perc_glacier;perc_lake;perc_mountain;perc_urban;prec_intens_max;utm_zone_gravi;utm_east_gravi;utm_north_gravi;utm_zone_inlet;utm_east_inlet;utm_north_inlet;br1_middelavrenning_1930_1960;br2_Tilsigsberegning;br3_Regional_flomfrekvensanalyse;br5_Regional_lavvannsanalyse;br6_Klimastudier;br7_Klimascenarier;br9_Flomvarsling;br11_FRIEND;br12_GRDC;br23_HBV;br24_middelavrenning_1930_1960;br26_TotalAvlop;br31_FlomserierPrim;br32_FlomserierSekundar;br33_Flomkart_aktive_ureg;br34_Flomkart_aktive_ureg;br38_Flomkart_aktive_ureg_periode;br39_Flomkart_nedlagt_stasjon
112;6;0;1001;1;Sjursberget;Nedlagt;22.11.1957 12:00;07.10.1988 12:00;1,72903;;62,98383331;8,915530205;191977;6998378;;;;;1600;168,4799957;168,4799957;;;12.05.2015 00:00;;-999;34,88000107;-999;77;394;518;621;713;775;841;914;1000;1119;1663;24,54999924;-999;313,6900024;;0,02;5,28000021;;0,150000006;20,02000046;0,109999999;2,460000038;55,79000092;0;;33;195789;6987454;33;196545;6978704;;;;;;;;;;;;;;;;;;Y
112;7;0;1001;1;Honstad;Nedlagt;12.06.1965 12:00;21.02.1990 12:00;5,276577;;62,9936409;8,838522911;188192;6999839;;;;;1601;1122,569946;1122,569946;;;12.05.2015 00:00;;-999;26,20999908;-999;9;292;388;481;549;636;742;838;946;1132;1668;42,25;-999;310,8200073;;3,119999886;8,029999733;;0,460000008;31,12000084;0,200000003;3,890000105;42,29000092;0,059999999;;33;207428;6993600;33;204135;6969495;;;;;;;;;;;Y;;;;;;;
112;8;0;1001;1;Rinna;Aktiv;22.08.1969 12:00;16.04.2016 12:00;0,011737;;62,98495483;9,407096863;216824;6996240;0;0;0;0;1602;86,23000336;86,23000336;;;12.05.2015 00:00;;-999;23,13999939;-999;467;604;667;730;780;814;869;939;1041;1165;1587;14,06999969;-999;310,2900085;;0;6,849999905;;0,579999983;15,10999966;0,439999998;3,049999952;64,09999847;0;;33;214262;6989026;33;211191;6983753;;;;;;;Y;;;Y;Y;;Y;;Y;Y;;
112;13;0;1001;2;Follsjø;Aktiv;01.09.1968 12:00;06.01.2016 12:00;3,587285;;62,98827362;9,146409988;203685;6997784;;;;;1607;347,6900024;347,6900024;;;12.05.2015 00:00;;-999;28,96999931;-999;414;531;656;757;832;897;965;1067;1178;1288;1668;29,54000092;-999;313,6900024;;0;4,139999866;;4,610000134;14,27999973;0,479999989;7,039999962;68,44999695;0;;33;206314;6981270;33;204135;6969495;;;;;;;;;;;;;;;;;;
112;13;0;1001;2;Follsjø;Aktiv;01.09.1968 12:00;06.01.2016 12:00;3,587285;;62,98827362;9,146409988;203685;6997784;;;;;1607;347,6900024;347,6900024;;;12.05.2015 00:00;;-999;28,96999931;-999;414;531;656;757;832;897;965;1067;1178;1288;1668;29,54000092;-999;313,6900024;;0;4,139999866;;4,610000134;14,27999973;0,479999989;7,039999962;68,44999695;0;;33;206314;6981270;33;204135;6969495;;;;;;;;;;;;;;;;;;
112;14;0;1001;2;Gråsjø;Aktiv;24.10.1968 12:00;06.01.2016 12:00;1,799171;;62,93264389;9,128404617;202210;6991689;;;;;1608;303,8200073;303,8200073;;;12.05.2015 00:00;;16,87000084;29,39999962;24,96999931;463;579;712;792;862;926;1000;1108;1202;1311;1669;23,27000046;33,74000168;313,6900024;;0;4,369999886;;3,440000057;13,61999989;0,360000014;5,699999809;71,58999634;0;;33;206857;6979655;33;204135;6969495;;;;;;;;;;;;;;;;;;
112;14;0;1001;2;Gråsjø;Aktiv;24.10.1968 12:00;06.01.2016 12:00;1,799171;;62,93264389;9,128404617;202210;6991689;;;;;1608;303,8200073;303,8200073;;;12.05.2015 00:00;;16,87000084;29,39999962;24,96999931;463;579;712;792;862;926;1000;1108;1202;1311;1669;23,27000046;33,74000168;313,6900024;;0;4,369999886;;3,440000057;13,61999989;0,360000014;5,699999809;71,58999634;0;;33;206857;6979655;33;204135;6969495;;;;;;;;;;;;;;;;;;
112;17;0;1001;1;Harang bru;Nedlagt;25.03.1972 12:00;31.12.1995 12:00;0,587422;;63,00180817;9,014196396;197147;6999905;;;;;1609;910,0599976;910,0599976;;;12.05.2015 00:00;;-999;24,39999962;-999;24;295;391;478;541;622;729;833;945;1145;1668;34,68999863;-999;309,4500122;;3,319999933;8,630000114;;0,689999998;31,89999962;0,219999999;4,289999962;41,38999939;0,07;;33;210213;6994458;33;204135;6969495;;;;;;;;;;;;;;;;;;
112;27;0;1001;1;Surna v/Skjermo;Aktiv;30.12.1986 12:00;16.04.2016 12:00;1,364358;1968;63,00001526;8,990504265;195932;6999818;0,541515291;0,294277668;74,09999847;0;2324;924,7199707;924,7199707;;;12.05.2015 00:00;;-999;;-999;18;294;389;477;539;619;725;827;941;1141;1668;35,72000122;-999;;;3,329999924;8,529999733;;0,670000017;32,04999924;0,219999999;4,260000229;41,09000015;0,07;;;;;;;;;;;;;;Y;;;;;Y;;Y;;;;
112;31;0;1001;1;Rinna Dam;Aktiv;04.10.2005 12:00;12.04.2016 12:00;3,64204;;62,98725128;9,406812668;216832;6996496;;;;;1610;107,7900009;107,7900009;;;12.05.2015 00:00;;-999;22,61000061;-999;443;527;600;661;724;780;822;887;987;1137;1587;14,72999954;-999;310,1300049;;0;8,659999847;;0,600000024;20,04000092;0,349999994;3,980000019;54,93000031;0;;33;214264;6989443;33;211191;6983753;;;;;;;;;;;;;;;;;;
113;3;0;1001;1;Grytåa v/Sletthølen;Nedlagt;01.01.1943 12:00;03.10.2012 12:00;1,389379;1942;63,10614395;8,561487198;175462;7013702;0,906360447;0,217874616;0;0;1613;22,62999916;22,62999916;;;12.05.2015 00:00;;-999;24,64999962;-999;214;243;275;304;336;373;422;459;509;584;964;6,929999828;-999;313,6900024;;0,270000011;10,72999954;;7,289999962;32,11000061;0;8,699999809;34,66999817;0;;33;173086;7011567;33;172020;7008404;Y;;;;;;;;;;Y;Y;;;;;;
113;3;0;1055;1;Grytåa v/Sletthølen;Nedlagt;01.12.2009 12:00;30.04.2011 12:00;35,658915;1942;63,10614395;8,561487198;175462;7013702;0,906360447;0,217874616;0;0;1613;22,62999916;22,62999916;;;12.05.2015 00:00;;-999;24,64999962;-999;214;243;275;304;336;373;422;459;509;584;964;6,929999828;-999;313,6900024;;0,270000011;10,72999954;;7,289999962;32,11000061;0;8,699999809;34,66999817;0;;33;173086;7011567;33;172020;7008404;Y;;;;;;;;;;Y;Y;;;;;;
114;1;0;1001;1;Myra;Aktiv;27.10.1988 12:00;16.04.2016 12:00;0,089695;;63,22429657;8,129528046;155158;7029070;0;0;0;0;1614;16,45899963;16,45999908;;;12.05.2015 00:00;;26,23999977;;38,65999985;30;46;60;81;159;212;286;375;463;586;891;6,28000021;7,880000114;;;1,710000038;13,52000046;;0,01;39,09999847;0;0,430000007;42,08000183;0;;;;;;;;;;;;;;;;;;;;;Y;Y;;;
117;2;0;1001;0;Valen;Nedlagt;01.01.1934 12:00;31.03.2016 12:00;13,901002;;63,57430267;8,949250221;199888;7063788;;;;;1615;39,31600189;39,31999969;;;12.05.2015 00:00;;-999;14,19999981;-999;8;40;56;63;71;77;81;88;97;119;299;10,89999962;-999;313,2999878;;0,400000006;28,90999985;;4,75;36,68000031;0;10,57999992;1,50999999;0;;33;197095;7061710;33;193426;7057506;;;;;;;;;;;;;;;;;;
117;2;0;1001;0;Valen;Nedlagt;01.01.1934 12:00;31.03.2016 12:00;13,901002;;63,57430267;8,949250221;199888;7063788;;;;;1615;39,31600189;39,31999969;;;12.05.2015 00:00;;-999;14,19999981;-999;8;40;56;63;71;77;81;88;97;119;299;10,89999962;-999;313,2999878;;0,400000006;28,90999985;;4,75;36,68000031;0;10,57999992;1,50999999;0;;33;197095;7061710;33;193426;7057506;;;;;;;;;;;;;;;;;;
117;3;0;1001;1;Larsskogvatn;Nedlagt;15.11.1995 12:00;07.08.2002 12:00;16,842962;;63,56951904;8,924450874;198610;7063374;;;;;1616;12,43700027;12,43999958;;;12.05.2015 00:00;;31,76000023;16,67000008;38,45000076;35;58;69;75;79;83;89;95;105;121;212;5,809999943;1,929999948;313,2999878;;0;27,18000031;;5,170000076;56,97000122;0;9,270000458;0,319999993;0;;33;198528;7060596;33;199757;7058241;;;;;;;;;;;;;;;;;;
117;4;0;1001;0;Valen (Laksvatnet);Aktiv;01.01.1934 12:00;16.04.2016 12:00;13,893602;;63,57960129;8,961426735;200547;7064320;0;0;0;0;1617;39,27899933;39,27999878;;;12.05.2015 00:00;;5,699999809;14,18000031;9,020000458;8;40;56;63;71;77;81;88;97;119;299;10,68999958;14,97000027;313,2999878;;0;27,68000031;;4,760000229;35,22999954;0;10,06999969;0;0;;33;197088;7061705;33;193425;7057507;Y;;Y;Y;;;;;;;Y;Y;Y;;Y;;;
119;4;0;1001;0;Rovatn;Aktiv;02.03.1923 12:00;04.04.2016 12:00;1,767491;1920;63,25984573;9,02129364;200183;7028528;0,496137112;0,190617085;62,27999878;179,8000031;1621;236,6779938;236,6799927;;;12.05.2015 00:00;;-999;22,54000092;-999;12;115;238;291;335;383;433;487;558;633;1027;24,61000061;-999;313,2799988;;2,940000057;12,22999954;;4,900000095;38,81000137;0;8,350000381;27,60000038;0,02;;33;208873;7023391;33;206888;7016415;Y;Y;Y;Y;;;;;;;;Y;;Y;;;;
121;4;0;1001;1;Gagnåsvatn;Aktiv;01.10.1916 12:00;17.10.1921 12:00;0;;63,28598785;9,692225456;234008;7028470;;;;;1626;139,8200073;139,8200073;;;12.05.2015 00:00;;13,59000015;17,98999977;10,35000038;153;178;236;284;312;342;375;414;471;563;827;13,52999973;17,06999969;313,2999878;;4,28000021;20,34000015;;5,050000191;44,43999863;0;8,850000381;16,60000038;0,01;;33;228541;7028145;33;224487;7029248;;;;;;;;;;;;;;;;;;Y
121;9;0;1001;1;Næverdal;Nedlagt;15.07.1922 12:00;29.10.1996 12:00;18,35569;;62,69364166;10,1384964;251349;6960838;;;;;1628;793,8499756;793,8499756;;;12.05.2015 00:00;;8,75;13,96000004;10,81999969;480;763;853;901;942;979;1014;1048;1090;1162;1640;35,38999939;78,80999756;312,2900085;;1,409999967;20,03000069;;0,050000001;14,71000004;0;2,5;56,93000031;0;;33;258991;6943183;33;235787;6944311;Y;;Y;Y;;;;;;;Y;;;;;;;Y
121;10;0;1001;0;Bjørset Dam;Aktiv;27.11.1912 12:00;31.03.2016 12:00;0;;63,05500793;9,663000107;230406;7002923;;;;;1629;2317,22998;2317,22998;;;12.05.2015 00:00;;7,730000019;16,09000015;8,399999619;130;524;622;703;790;861;921;978;1036;1115;1641;79,31999969;142,7700043;310,9299927;;2,75;16,13999939;;0,039999999;31,72999954;0;2,299999952;40,34000015;0,039999999;;33;244261;6961392;33;235779;6944314;;;;;;;;;;;Y;;;;;;;Y
121;10;0;1001;0;Bjørset Dam;Aktiv;27.11.1912 12:00;31.03.2016 12:00;0;;63,05500793;9,663000107;230406;7002923;;;;;1629;2317,22998;2317,22998;;;12.05.2015 00:00;;7,730000019;16,09000015;8,399999619;130;524;622;703;790;861;921;978;1036;1115;1641;79,31999969;142,7700043;310,9299927;;2,75;16,13999939;;0,039999999;31,72999954;0;2,299999952;40,34000015;0,039999999;;33;244261;6961392;33;235779;6944314;;;;;;;;;;;Y;;;;;;;Y
121;13;0;1001;1;Grana;Nedlagt;01.09.1961 12:00;31.12.1978 12:00;0;;62,82587433;9,714753151;230918;6977241;;;;;1632;213,6199951;213,6199951;;;12.05.2015 00:00;;89,18000031;18,79000092;95,18000031;648;721;783;831;890;939;996;1066;1121;1196;1575;19,11000061;1,049999952;313,3999939;;2,269999981;10,77999973;;3,099999905;25,79000092;0;4,139999866;45,86999893;0,02;;33;223862;6971754;33;213089;6972314;;;;;;;;;;;Y;;;;;;;Y
121;14;0;1001;1;Svorksjøen;Nedlagt;28.06.1963 12:00;31.12.1977 12:00;0,056593;;63,13573074;9,843359947;240224;7011150;;;;;1633;102,3899994;102,3899994;;;12.05.2015 00:00;;10,28999996;19,39999962;14,38000011;207;256;280;301;326;354;387;425;462;513;742;18,70999908;29,79999924;313,2999878;;7,989999771;12,18000031;;3,589999914;70,47000122;0;5,769999981;0,879999995;0,090000004;;33;247341;7006428;33;250869;6996629;;;;;;;;;;;;;;;;;;
121;20;0;1001;1;Åmot;Aktiv;31.07.1987 12:00;16.04.2016 12:00;0;;63,14045715;9,816179276;238900;7011786;0;0;0;0;1630;282,3599854;282,3599854;;;12.05.2015 00:00;;12,64000034;22,70000076;18,04000092;205;286;336;377;418;460;509;552;627;746;1226;23,54999924;40,40999985;313,2999878;;3,349999905;14,73999977;;0,689999998;59,29000092;0;4,920000076;13,97000027;0,029999999;;33;244672;7001855;33;241874;6988760;;;;;;;;;;Y;;;;Y;Y;;;
121;22;0;1001;0;Syrstad;Aktiv;27.11.1912 12:00;16.04.2016 12:00;0;1940;63,03225327;9,727707863;233461;7000123;0,531503201;0,278021544;0;0;1639;2278,126953;2278,129883;;;12.05.2015 00:00;;-999;15,90999985;-999;140;534;630;710;797;866;925;980;1038;1117;1640;76,05000305;-999;311,0700073;;2,630000114;16,23999977;;0,050000001;31,43000031;0;2,329999924;40,50999832;0,050000001;;33;244469;6960723;33;235765;6944311;Y;;;;;;;;;;Y;Y;Y;;;;Y;
121;23;0;1001;1;Brattset;Aktiv;14.11.1987 12:00;31.03.2016 12:00;48,929192;;62,79463959;10,00277424;245290;6972597;;;;;1640;1455,459961;1455,459961;;;12.05.2015 00:00;;8,720000267;14,65999985;9,949999809;253;628;753;839;893;938;979;1019;1064;1140;1640;47,13000107;96,18000031;312,4100037;;1,629999995;17,14999962;;0,050000001;23,88999939;0;2,279999971;50,15999985;0,029999999;;33;251765;6949283;33;235747;6944337;;;;;;;;;;;;;;;;;;
121;25;0;1001;1;Kvikne;Aktiv;18.08.1989 12:00;31.03.2016 12:00;2,149542;;62,58490372;10,27742958;257558;6948218;;;;;1641;720,1799927;720,1799927;;;12.05.2015 00:00;;10,73999977;13,22999954;10,81999969;539;806;873;915;954;990;1022;1058;1101;1171;1640;26,70000076;62,09000015;312,4400024;;0,99000001;21,40999985;;0,039999999;12,27000046;0;2,50999999;58,50999832;0;;33;259551;6942057;33;235758;6944337;;;;;;;;;;;;;;;;;;
121;26;0;1001;1;Storfossdammen;Aktiv;01.01.1983 12:00;16.04.2016 12:00;39,095395;;62,66767883;10,15214062;251828;6957899;;;;;1642;781,4400024;781,4400024;;;12.05.2015 00:00;;9,069999695;13,89999962;10,93000031;500;776;859;906;945;981;1015;1050;1091;1163;1640;32,52999878;76,11000061;312,3200073;;1,409999967;20,13999939;;0,050000001;14,14000034;0;2,5;57,49000168;0;;33;259095;6942941;33;235793;6944312;;;;;;;;;;;;;;;;;;
121;29;0;1001;1;Gisnås;Aktiv;01.01.1985 12:00;16.04.2016 12:00;0;;62,70465851;9,915028572;240033;6962945;0;0;0;0;1644;94,48000336;94,48000336;;;12.05.2015 00:00;;20,94000053;17,94000053;26,15999985;582;639;724;804;858;910;957;1017;1093;1184;1564;13,35000038;20,56999969;312,2900085;;1,419999957;15,39999962;;0,02;29,59000015;0;0,560000002;46,77000046;0;;33;234312;6965617;33;233835;6971743;;;;;;;;;;;;;Y;;Y;;;
121;39;0;1001;1;Storsteinhølen;Aktiv;24.07.1988 12:00;31.03.2016 12:00;20,369821;1980;63,05451202;9,645898819;229539;7002939;0,521974146;0,271550387;0;2182,570068;1648;2319,77002;2319,77002;;;12.05.2015 00:00;;7,610000134;16,10000038;8,329999924;130;522;621;703;789;860;921;977;1036;1115;1641;79,88999939;143,4499969;310,9200134;;2,75999999;16,12999916;;0,039999999;31,79000092;0;2,299999952;40,31000137;0,039999999;;33;244245;6961438;33;235802;6944299;;;;;;;;;;;;;;;;;;
122;2;0;1001;1;Haga bru;Aktiv;01.01.1908 12:00;16.04.2016 12:00;0;1905;63,06863403;10,28269482;261777;7001986;0,04477768;0,00496583;0;122;1655;3060,899902;3060,899902;;;12.05.2015 00:00;;-999;;-999;57;445;539;601;666;738;815;879;947;1020;1325;82,81999969;-999;313,2999878;;2,569999933;14,59000015;;0,01;36,43000031;0;2,059999943;36,09000015;0,079999998;;33;286255;6977595;33;335603;6964594;Y;Y;Y;;Y;;;;;;Y;;;Y;Y;;;
122;9;0;1001;1;Gaulfoss;Aktiv;19.05.1958 12:00;16.04.2016 12:00;18,990214;1905;63,10847855;10,22901821;259399;7006617;0,04440758;0,00493666;0;122;1660;3086,409912;3086,409912;;;12.05.2015 00:00;;6,960000038;;7,869999886;54;436;534;598;663;735;813;878;945;1019;1325;87,08999634;116,7900009;;;2,660000086;14,52999973;;0,01;36,72000122;0;2,049999952;35,79999924;0,079999998;;;;;;;;;;;;;;Y;;;Y;;Y;Y;;Y;;;
122;11;0;1001;1;Eggafoss;Aktiv;05.04.1941 12:00;16.04.2016 12:00;0;;62,8901062;11,18387985;306061;6979097;0;0;0;0;1661;654,2399902;654,2399902;;;12.05.2015 00:00;;14,47000027;28,57999992;15,05000019;285;623;717;775;811;844;878;918;964;1021;1284;32,97000122;45,43000031;325,1000061;;2,109999895;12,56999969;;0,150000006;24,54999924;0;2,839999914;43,95999908;0,039999999;;33;312226;6967914;33;335605;6964587;Y;;Y;Y;Y;;Y;Y;;Y;Y;;Y;;Y;Y;;
122;13;0;1001;1;Økdalsmo bru;Nedlagt;10.09.1963 12:00;31.12.1980 12:00;0;;62,9136467;10,32979774;262898;6984578;;;;;1663;111,6999969;111,6999969;;;12.05.2015 00:00;;18,15999985;;16,95999908;439;541;606;626;653;694;749;823;916;983;1233;23,09000015;31,28000069;;;3,190000057;17,70000076;;0,01;49,81000137;0;0,620000005;26,73999977;0,02;;;;;;;;;;;;;;;;;;;;;;;;;Y
122;14;0;1001;1;Lillebudal bru;Aktiv;10.09.1963 12:00;16.04.2016 12:00;20,912924;;62,82336426;10,54862881;273299;6973749;0;0;0;0;1664;168,1499939;168,1499939;;;12.05.2015 00:00;;144,6799927;;136,5;516;675;770;847;907;948;983;1015;1045;1088;1315;23,20000076;1,070000052;;;0,519999981;8,979999542;;0,02;21,70000076;0;1,139999986;65,33000183;0;;;;;;;;Y;;;;;;;;;;Y;;;Y;Y;;;
122;16;0;1001;1;Gaua;Aktiv;02.10.1969 12:00;16.04.2016 12:00;9,512324;;63,10216522;10,20299339;258036;7006013;0;0;0;0;1665;80,41999817;80,41999817;;;12.05.2015 00:00;;27,56999969;;40,18999863;84;298;366;402;425;450;479;515;568;632;968;14,35000038;17,45000076;;;0,819999993;11,81999969;;0,01;75,45999908;0;1,070000052;8,909999847;0,01;;;;;;;;Y;;;;;;;;;;;;;Y;Y;;;
122;17;0;1001;1;Hugdal bru;Aktiv;30.06.1972 12:00;16.04.2016 12:00;13,70882;;62,99406433;10,24643517;259333;6993830;0;0;0;0;1666;546,1699829;546,1699829;;;12.05.2015 00:00;;21,06999969;;22,20000076;130;443;503;543;583;623;664;718;816;933;1256;;44,99000168;;;5,989999771;16,70000076;;0,01;53,59000015;0;1;20,69000053;0,059999999;;;;;;;;Y;;;;;;;;;Y;Y;;Y;;Y;;;
122;19;0;1001;1;Ånøyen;Aktiv;01.01.1997 12:00;31.12.2000 12:00;0;;63,24384308;10,16706944;257415;7021901;;;;;1667;120,9899979;120,9899979;;;12.05.2015 00:00;;6,610000134;;9,100000381;147;158;187;219;248;273;300;329;359;394;532;16,22999954;24,61000061;;;6,679999828;7,869999886;;9,569999695;68,81999969;0;14,10999966;0;0,219999999;;;;;;;;;;;;;;;;;;;;;;;;;
122;23;0;1001;1;Klett;Nedlagt;22.11.1986 12:00;30.09.1998 12:00;0;;63,32447052;10,30431175;264952;7030355;;;;;1669;10,02999973;10,02999973;;;12.05.2015 00:00;;22,18000031;;25,07999992;29;49;81;105;122;139;146;155;173;189;262;5,309999943;8,149999619;;;30,01000023;2,99000001;;0;30,90999985;0;0;0;24,43000031;;;;;;;;;;;;;;;;;;;;;;;;;Y
123;7;0;1001;1;Brøttem;Nedlagt;06.01.1907 12:00;20.08.1917 12:00;64,896907;;63,24959564;10,50985336;274644;7021290;;;;;1673;2655,999512;2876,02002;;;12.05.2015 00:00;;6,320000172;14,63000011;7,300000191;158;352;459;544;624;714;759;818;900;1014;1772;110,3899994;144,1300049;322,6600037;;1,590000033;12,51000023;;2,710000038;32,93000031;0;7,730000019;38,11999893;0,059999999;;33;323342;7000668;33;343085;7011888;;;;;;;;;;;;;;;;;;
123;9;0;1001;1;Avtræt bru;Nedlagt;18.05.1925 12:00;31.12.1978 12:00;4,967834;;63,20074463;10,95271683;296504;7014375;;;;;1675;192,0599976;192,0599976;;;12.05.2015 00:00;;11,05000019;14,31999969;18,54999924;165;378;440;463;494;528;566;602;651;721;1041;22,79000092;35,61000061;325,1000061;;0,49000001;13,35999966;;2,660000086;59,97999954;0;9,300000191;11,06999969;0,01;;33;298660;7003510;33;305331;6998035;;;;;;;;;;;;;;;;;;
123;13;0;1001;0;Stokke;Nedlagt;10.03.1915 12:00;18.10.1992 12:00;5,153803;;63,18902588;11,15518475;306597;7012445;;;;;1699;1700,809814;1989,890015;;;12.05.2015 00:00;;8,550000191;13,26000023;10,26000023;178;511;612;700;741;779;831;889;963;1065;1772;78,73999786;100,6299973;320,8299866;;0,529999971;12,47000027;;1,399999976;24,02000046;0,01;6,53000021;49,29999924;0,029999999;;33;336347;6993485;33;343086;7011887;;;;;;;;;;;;;;;;;;Y
123;14;0;1001;1;Fossan;Nedlagt;01.01.1919 12:00;30.06.1962 12:00;0;;63,0249176;11,67930698;331997;6992706;;;;;1679;278,9609985;279,1199951;;;12.05.2015 00:00;;15,77000046;14,27000046;23,85000038;478;633;713;747;769;806;851;908;1004;1140;1543;28,55999947;35,75999832;322,5299988;;0,730000019;12,84000015;;1,74000001;29,26000023;0;4,670000076;38,31999969;0,039999999;;33;339658;6979991;33;349285;6971323;;;;;;;;;;;;;;;;;;Y
123;20;0;1001;0;Rate;Aktiv;00.01.1900 00:00;31.12.2015 12:00;0,191189;1901;63,38490295;10,39023304;269732;7036763;0,938290596;0,486214727;0;0;1683;2768,721924;3057,879883;;;12.05.2015 00:00;;5,860000134;14,84000015;7,139999866;14;305;425;515;595;686;746;804;888;1005;1772;122,7300034;167,1100006;322,9500122;;2,160000086;12,81000042;;2,400000095;34,18000031;0;7,369999886;35,91999817;0,219999999;;33;321434;7001701;33;343087;7011886;Y;Y;;;Y;;;;;;Y;Y;Y;;;;Y;
123;21;0;1001;1;Aune;Aktiv;01.01.1963 12:00;10.04.2016 12:00;12,282234;1951;63,05437851;11,57207394;326751;6996270;0,857300937;0,659090102;0;0;1684;1071,366089;1355,719971;;;12.05.2015 00:00;;9,93999958;10,64000034;13,72999954;298;650;733;758;793;841;886;943;1011;1112;1772;52,81999969;66,38999939;319,8500061;;0,409999996;12,71000004;;2,910000086;16,95000076;0,01;8,930000305;53,52999878;0,039999999;;33;344791;6988500;33;343087;7011887;Y;Y;;;;;;;;;Y;;;;;;;
123;21;0;1001;1;Aune;Aktiv;01.01.1963 12:00;10.04.2016 12:00;12,282234;1951;63,05437851;11,57207394;326751;6996270;0,857300937;0,659090102;0;0;1684;1071,366089;1355,719971;;;12.05.2015 00:00;;9,93999958;10,64000034;13,72999954;298;650;733;758;793;841;886;943;1011;1112;1772;52,81999969;66,38999939;319,8500061;;0,409999996;12,71000004;;2,910000086;16,95000076;0,01;8,930000305;53,52999878;0,039999999;;33;344791;6988500;33;343087;7011887;Y;Y;;;;;;;;;Y;;;;;;;
123;22;0;1001;1;Nordsetfoss;Aktiv;00.01.1900 00:00;10.04.2016 12:00;43,965558;1922;63,33203506;10,43343925;271468;7030729;0,954481184;0,490636855;0;2544,159912;1685;2716,670654;3006,01001;;;12.05.2015 00:00;;5,71999979;14,76000023;7,099999905;79;328;439;525;603;694;750;808;891;1008;1772;117,9599991;159,1699982;322,8399963;;1,769999981;12,97000027;;2,49000001;33,81000137;0;7,489999771;36,54000092;0,109999999;;33;322284;7001163;33;343086;7011887;;;;;;;;;;;;;;;;;;
123;24;0;1001;1;Rotla bru;Nedlagt;07.11.1963 12:00;28.09.1990 12:00;0;;63,19052124;11,18660831;308186;7012517;;;;;1686;256,7850037;256,1099854;;;12.05.2015 00:00;;15,06000042;19,40999985;20,32999992;190;448;508;570;611;650;695;738;791;895;1440;25,37000084;40,18999863;320,6900024;;0,039999999;11,71000004;;0,01;29,30999947;0;1,24000001;52,45000076;0;;33;321786;7012030;33;331992;7013411;;;;;;;;;;;Y;;;;;;;Y
123;28;0;1001;0;Hokfossen;Aktiv;01.05.1969 12:00;16.04.2016 12:00;19,162829;;63,32643127;10,63803196;281652;7029392;0;0;0;0;1688;8,350999832;8,039999962;;;12.05.2015 00:00;;22,63999939;19,34000015;39,02999878;246;287;300;315;327;336;347;358;375;404;512;3,25999999;4,949999809;325,1000061;;0;19,89999962;;1,24000001;76;0;3,980000019;0;0;;33;281758;7027974;33;282065;7026268;Y;;Y;Y;;Y;;Y;;;Y;;;Y;Y;;;Y
123;28;0;1001;0;Hokfossen;Aktiv;01.05.1969 12:00;16.04.2016 12:00;19,162829;;63,32643127;10,63803196;281652;7029392;0;0;0;0;1688;8,350999832;8,039999962;;;12.05.2015 00:00;;22,63999939;19,34000015;39,02999878;246;287;300;315;327;336;347;358;375;404;512;3,25999999;4,949999809;325,1000061;;0;19,89999962;;1,24000001;76;0;3,980000019;0;0;;33;281758;7027974;33;282065;7026268;Y;;Y;Y;;Y;;Y;;;Y;;;Y;Y;;;Y
123;29;0;1001;0;Svarttjørnbekken;Aktiv;01.10.1972 12:00;16.04.2016 12:00;2,29502;;63,32032013;10,64944363;282176;7028674;0;0;0;0;1689;3,042000055;3,420000076;;;12.05.2015 00:00;;25,39999962;20,90999985;44,56999969;280;304;316;327;332;340;350;365;385;415;512;2,519999981;3,730000019;325,1000061;;0;15,5;;0,850000024;81,58000183;0;2,920000076;0;0;;33;282395;7027638;33;282061;7026267;;;;Y;;Y;;Y;;;;;Y;;Y;;;
123;29;0;1001;0;Svarttjørnbekken;Aktiv;01.10.1972 12:00;16.04.2016 12:00;2,29502;;63,32032013;10,64944363;282176;7028674;0;0;0;0;1689;3,042000055;3,420000076;;;12.05.2015 00:00;;25,39999962;20,90999985;44,56999969;280;304;316;327;332;340;350;365;385;415;512;2,519999981;3,730000019;325,1000061;;0;15,5;;0,850000024;81,58000183;0;2,920000076;0;0;;33;282395;7027638;33;282061;7026267;;;;Y;;Y;;Y;;;;;Y;;Y;;;
123;29;0;1001;0;Svarttjørnbekken;Aktiv;01.10.1972 12:00;16.04.2016 12:00;2,29502;;63,32032013;10,64944363;282176;7028674;0;0;0;0;1689;3,042000055;3,420000076;;;12.05.2015 00:00;;25,39999962;20,90999985;44,56999969;280;304;316;327;332;340;350;365;385;415;512;2,519999981;3,730000019;325,1000061;;0;15,5;;0,850000024;81,58000183;0;2,920000076;0;0;;33;282395;7027638;33;282061;7026267;;;;Y;;Y;;Y;;;;;Y;;Y;;;
